N,P,K,temperature,humidity,ph,rainfall,Area,Season,Production,label
127,57,24,22.21506982,76.17851932,6.127939628,70.40557612,59,Kharif     ,29,cotton
134,57,18,23.9643129,76.59175937,7.994679507,76.13090645,503,Kharif     ,167,cotton
109,57,18,25.40059227,76.53237965,7.524707577,62.5138867,1423,Kharif     ,1379,cotton
100,57,17,23.7805123,83.03878838,7.827877818,66.26555904,2,Kharif     ,15,cotton
132,57,19,24.16402322,76.7433897,6.436691764,61.94626051,533,Kharif     ,80,cotton
102,57,25,25.31468463,77.91757121,5.907930899,72.82902109,107,Kharif     ,27,cotton
111,57,22,22.60361557,80.3509046,6.135025006,88.57395505,132,Kharif     ,1578,cotton
117,57,15,22.9535715,78.71555832,6.044556594,99.75336197,560,Kharif     ,483,cotton
136,57,24,22.74446976,80.41198458,7.59781958,90.07326633,194809,Kharif     ,551115,cotton
134,57,18,23.80834611,83.91902605,6.691268104,70.97358303,1498,Kharif     ,73,cotton
112,57,15,25.46228792,81.56641891,6.175492306,76.88582484,1127,Kharif     ,429,cotton
105,57,15,25.96779712,81.97904282,7.272316209,74.14169043,210,Kharif     ,215,cotton
140,57,15,25.5308271,80.04662756,5.801047545,99.39557151,3961,Kharif     ,206,cotton
126,57,25,24.43847399,81.69801729,6.757457943,60.79645852,597,Rabi       ,993,cotton
106,57,24,23.03887865,76.47039772,6.983395573,90.64770699,31,Rabi       ,41,cotton
121,57,19,23.51308653,76.72621429,7.976889498,80.11272117,526,Rabi       ,920,cotton
108,57,17,22.75805656,76.75768356,6.558902588,97.76600619,709,Rabi       ,262,cotton
116,57,17,24.71252544,77.7293114,7.979090365,85.24963302,15,Rabi       ,12,cotton
100,57,19,23.45969093,82.44777468,7.903528673,93.50153555,5975,Rabi       ,41407,cotton
129,57,16,25.5503704,77.85055621,6.73210948,78.58488484,49079,Rabi       ,10159,cotton
118,57,23,22.08458267,82.82904143,6.691690476,67.06459777,140,Rabi       ,1763,cotton
117,57,25,24.68854799,78.51206972,7.839849298,69.31153566,2258,Rabi       ,2802,cotton
126,57,21,25.84997269,84.16855231,6.61448588,77.03421249,39,Rabi       ,51,cotton
120,57,16,22.46054478,75.40989245,7.456971816,71.85436078,106427,Rabi       ,491906,cotton
102,57,16,23.65629976,77.52425987,7.2942193,74.8984994,1108,Rabi       ,201,cotton
131,57,20,22.00817088,81.83896111,7.762647875,92.23645249,54441,Rabi       ,3811,cotton
114,57,17,24.32630461,80.13456404,6.363406102,69.45072055,7,Whole Year ,10,cotton
101,57,18,22.92360984,82.68738535,7.63737841,92.91915074,7949,Whole Year ,116270,cotton
106,57,20,23.43821725,78.63388824,6.200671976,81.15072105,285,Whole Year ,1436,cotton
113,57,20,22.10718988,78.58320116,6.364729934,74.94136567,717,Whole Year ,13947,cotton
102,57,21,23.03814028,76.11021529,6.913678684,91.49697481,44,Whole Year ,0,cotton
110,57,18,24.54795322,75.39752705,7.766259769,63.88079866,1889,Whole Year ,21378,cotton
107,57,15,23.73868041,75.77503808,7.55606399,76.63669195,116,Whole Year ,0,cotton
120,57,15,22.31871914,83.86129998,7.288377241,65.35747011,34227,Whole Year ,975,cotton
89,57,38,25.52468965,72.24850829,6.002524871,151.8869972,852,Whole Year ,3785,jute
60,57,39,26.59104992,82.94164078,6.033485257,161.2469997,49479,Whole Year ,685943720,jute
63,57,45,25.29781791,86.8870535,7.121933579,196.6249511,30,Whole Year ,17,jute
86,57,39,25.72100868,88.16513579,6.207459637,175.6086697,35,Whole Year ,0,jute
96,57,40,23.58419277,72.00460848,6.090060478,190.4242157,18957,Whole Year ,92583,jute
100,57,36,25.31042337,72.01364411,6.346715209,190.5577618,975,Whole Year ,17315,jute
63,57,43,23.41798979,85.08640476,6.661957897,185.7446728,224,Whole Year ,962,jute
70,57,40,24.35564134,88.80391021,6.176860192,169.1168028,3142,Whole Year ,0,jute
67,57,44,26.284017,75.14640198,7.251847296,182.2685447,11,Whole Year ,1435,jute
74,57,40,25.13842773,83.12053888,6.386259978,169.3388465,391,Whole Year ,5887,jute
89,57,44,24.88692811,71.91711523,7.319735475,150.2498675,15425,Whole Year ,1269570,jute
74,57,45,25.75734909,88.36668522,6.025028997,189.4263485,75,Whole Year ,810,jute
89,57,38,23.12844351,74.68322732,6.344751947,199.8362913,12264,Whole Year ,74651,jute
60,57,40,24.9949957,88.95692783,7.02777956,151.4935635,4577,Whole Year ,12632,jute
67,57,38,25.21622704,70.88259632,7.299304715,195.8645552,681,Whole Year ,4557,jute
70,57,35,24.39736241,79.26861738,7.014063944,164.2697011,265,Whole Year ,1421,jute
74,57,38,23.31410442,71.4509053,7.488014404,164.4970373,1274,Kharif     ,539,jute
90,57,39,25.72668885,81.86171563,6.626503893,191.9649389,2698,Kharif     ,2301,jute
82,57,44,26.96656378,78.21047693,6.239011,169.8391177,8969,Kharif     ,26696,jute
73,57,37,23.70467146,74.63745355,6.742688094,181.2783964,1070,Kharif     ,4714,jute
85,57,38,24.90075709,73.84186449,6.588017308,153.8990984,125,Kharif     ,120,jute
81,57,36,23.39605743,72.60512854,7.097586415,174.7876411,786,Kharif     ,2325,jute
84,57,38,26.8748389,79.78725152,6.956682743,173.1017097,517,Kharif     ,562,jute
80,57,42,23.1426498,74.99739774,7.380396262,151.9035477,2116,Kharif     ,3631,jute
76,57,45,24.29496635,77.62976013,6.176618831,184.9800516,2,Kharif     ,16,jute
76,57,39,24.39459498,89.89106506,6.551130445,197.1220049,4073,Kharif     ,2216,jute
81,57,45,25.7629429,80.76238215,6.427726565,174.5071843,216,Kharif     ,63,jute
76,57,45,25.4879684,84.48235878,6.740947635,168.7848886,279,Kharif     ,4070,jute
69,57,40,25.37122686,76.2403666,6.130136384,183.8270791,4,Kharif     ,2,jute
82,57,45,26.21312799,81.70476368,6.667633355,180.1237765,506,Kharif     ,683,jute
69,57,35,24.30748599,78.54340987,6.186814392,186.2337571,234673,Kharif     ,762453,jute
81,57,38,23.76554749,87.98329901,6.334837865,150.3166152,887,Kharif     ,246,jute
67,57,38,24.79853023,78.53037059,7.16214284,162.2847429,1095,Kharif     ,183,jute
72,57,40,23.20683504,74.09956958,7.422318499,199.4766779,1504,Kharif     ,877,jute
65,57,45,23.66805429,70.89000744,6.768001309,184.4633281,413,Kharif     ,459,jute
78,57,43,25.12417673,85.72530641,6.348441469,159.5718087,2134,Kharif     ,1315,jute
77,57,41,23.89069041,83.46409075,6.097294061,167.7230632,1029,Rabi       ,2172,jute
89,57,42,23.09433785,81.45139295,6.14132902,196.6587013,5,Rabi       ,9,jute
62,57,37,24.21744605,82.85284045,7.479248124,166.1365886,580,Rabi       ,977,jute
90,57,45,24.06475727,71.31342851,6.509174789,153.6390212,1153,Rabi       ,624,jute
66,57,36,24.85441411,74.4407048,6.57256106,175.572958,6392,Rabi       ,35795,jute
80,57,39,26.41915161,76.85691248,7.165696848,197.2101782,67539,Rabi       ,19654,jute
89,57,45,24.89326318,77.01222585,7.207457208,196.469984,24,Rabi       ,264,jute
77,57,44,23.25583402,82.7015932,7.124333547,166.2160846,2070,Rabi       ,,jute
94,57,41,24.7634518,87.06071115,6.463538707,179.1630865,59,Rabi       ,106,jute
75,57,35,24.97042599,78.62697699,6.856833064,166.6415254,165321,Rabi       ,869092,jute
60,57,36,26.12797248,80.49172597,7.132389299,150.6326874,1910,Rabi       ,393,jute
62,57,35,25.97825807,81.65769588,6.235357638,163.3488091,51066,Rabi       ,17975,jute
84,57,42,26.2830571,73.35763537,6.704273839,186.6898282,6,Whole Year ,4,jute
100,57,40,26.38905406,83.31240346,7.433313409,176.1516409,9547,Whole Year ,67488,jute
75,57,44,25.2746335,73.7459581,6.109478059,168.0432282,255,Whole Year ,1745,jute
78,57,42,23.09499564,78.45959697,7.095413294,155.3851533,1060,Whole Year ,11486,jute
82,57,36,25.79351957,81.76904006,6.352076783,193.2418382,116,Whole Year ,0,jute
100,57,41,23.17403323,87.88255345,6.658769991,160.6217342,2783,Whole Year ,66647,jute
88,57,40,25.63215038,79.95150917,7.051822472,182.2582277,99,Whole Year ,0,jute
67,57,40,25.848795,87.81661683,7.333143205,152.6194403,34019,Whole Year ,3304,jute
72,57,43,26.56767277,80.90424543,6.352771037,181.2915605,896,Whole Year ,4738,jute
89,57,43,26.24532085,72.97198375,7.124050134,189.9711184,48854,Whole Year ,683171460,jute
89,57,43,26.91515043,73.19897535,6.998787171,177.2233048,51,Whole Year ,39,jute
61,57,44,24.36972377,82.11319791,6.537914958,159.9210934,32,Whole Year ,0,jute
79,57,43,25.71901283,79.15532398,7.171054239,187.1735424,19181,Whole Year ,47363,jute
84,57,43,25.01157559,88.3313023,7.228268228,169.4168014,1015,Whole Year ,15401,jute
98,57,35,25.40785911,76.44048625,7.319952206,188.6372826,257,Whole Year ,1106,jute
75,57,44,23.28081,74.27607475,6.613341343,153.7447398,3205,Whole Year ,0,jute
89,57,35,23.98651719,82.09053379,6.096838784,167.0576456,31,Whole Year ,2815,jute
91,57,37,24.48556447,83.20630007,6.132570523,192.2316221,361,Whole Year ,4373,jute
77,57,36,25.86705009,84.09985284,7.36008498,154.8390847,16285,Whole Year ,1397774,jute
66,57,35,23.5643831,79.46283115,7.321619041,185.25947,53,Whole Year ,383,jute
62,57,41,24.2248758,74.89465426,7.175170657,192.4931257,18768,Whole Year ,117826,jute
82,57,35,25.49386782,86.97061481,7.299076163,176.5268267,6672,Whole Year ,20151,jute
61,57,35,24.97178693,79.47557931,6.842966479,195.7571622,738,Whole Year ,7088,jute
99,57,38,24.80624984,82.09281674,6.356295568,156.3616174,222,Whole Year ,1370,jute
70,57,43,23.16814977,76.66724969,6.508342839,157.1215052,863,Kharif     ,571,jute
90,57,35,24.25133493,89.86454053,7.098227926,175.1742112,1840,Kharif     ,1404,jute
73,57,42,26.58361011,78.00774772,6.310699968,154.8238864,16022,Kharif     ,45616,jute
67,57,44,26.82489244,78.20392774,7.093328631,153.9199807,599,Kharif     ,2479,jute
84,57,42,25.49674786,81.13449097,6.691074249,169.9288234,60,Kharif     ,58,jute
72,57,36,24.09874353,80.57226761,6.187746776,176.8604109,10,Kharif     ,4,jute
71,57,37,23.18866654,86.20899734,6.491506245,176.103677,538,Kharif     ,288,jute
64,57,38,26.24347471,78.51063754,6.855362875,183.4065252,1881,Kharif     ,5556,jute
65,57,39,23.75091572,71.14782585,7.124571593,160.0889553,2,Kharif     ,17,jute
60,57,37,26.13871511,79.1188943,6.067302109,171.4892533,62,Kharif     ,23,jute
86,57,43,26.14576648,71.23690851,6.432051512,193.1007598,98,Kharif     ,26,jute
90,57,44,26.91643698,73.48655995,6.253408852,171.4716375,129,Kharif     ,2189,jute
91,57,36,26.5232969,77.17331847,7.287318723,157.8548562,382,Kharif     ,378,jute
87,57,38,23.81579631,80.94023552,7.161865733,190.312216,224521,Kharif     ,743614,jute
72,57,36,26.50838667,86.84264005,6.065898283,152.9801697,1227,Kharif     ,117,jute
71,57,35,26.63952463,70.95705996,7.311077075,199.3355744,1190,Kharif     ,529,jute
82,57,41,23.3250131,79.79609448,6.581693772,187.3096148,305,Kharif     ,268,jute
71,57,43,26.47549543,73.96164569,6.732826127,180.2513601,421,Kharif     ,203,jute
80,57,43,23.78756036,74.36794079,6.014572075,172.6442654,613,Rabi       ,1582,jute
77,57,43,25.49941707,75.99987588,6.663559451,193.7141828,9,Rabi       ,14,jute
95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,434,Rabi       ,897,jute
63,57,35,26.98582182,89.05587886,7.432768147,193.8778713,1032,Rabi       ,418,jute
93,57,38,23.61475336,86.14290267,6.987332927,150.2355238,1,Rabi       ,2,jute
87,57,43,23.87484465,86.79261344,6.718725189,177.5147313,6094,Rabi       ,41080,jute
88,57,39,23.92887902,88.07112278,6.880204617,154.6608736,62091,Rabi       ,16144,jute
90,57,37,24.81441246,81.68688879,6.86106911,190.7886386,79,Rabi       ,1384,jute
90,57,43,24.44743944,82.286484,6.7693455,190.9684885,456,Rabi       ,124,jute
84,57,43,26.57421679,73.81994896,7.26158085,159.3223075,35,Rabi       ,58,jute
91,57,26,26.33377983,57.36469955,7.261313694,191.6549412,162903,Rabi       ,766296,coffee
107,57,26,26.45288458,55.32222678,7.235070264,144.6861336,1319,Rabi       ,311,coffee
83,57,35,25.70822684,52.88667115,7.18915558,136.7325092,291,Rabi       ,260,coffee
108,57,31,24.12832546,56.18107663,6.431899748,147.2757818,44482,Rabi       ,11165,coffee
116,57,34,23.44372334,60.39523266,6.42321105,122.2103248,10324,Whole Year ,96684,coffee
116,57,25,23.4123707,52.26994674,6.869720196,139.3670753,33657,Whole Year ,2902,coffee
109,57,27,23.05951896,50.40609436,6.973839707,164.4971875,49381,Whole Year ,674125653,coffee
89,57,34,23.07895447,63.65861483,7.184801627,129.8765443,22,Whole Year ,14,coffee
118,57,32,27.6496114,51.11044023,6.351823783,122.8392822,15965,Whole Year ,1356801,coffee
111,57,34,25.46743689,69.35161206,6.392048018,171.3764462,60,Whole Year ,549,coffee
84,57,28,26.7350622,55.55164819,6.119892347,140.6305213,19300,Whole Year ,142087,coffee
85,57,25,26.20811417,52.50987966,6.910823945,189.0944824,4881,Whole Year ,6777,coffee
99,57,27,27.0424167,57.27927475,6.501157208,165.6872119,416,Whole Year ,3363,coffee
81,57,31,24.65090184,51.93952357,7.027585559,135.1386537,1008,Kharif     ,611,coffee
95,57,29,27.35152643,55.99375012,7.13411409,148.9812525,1500,Kharif     ,1037,coffee
81,57,30,25.17787724,62.26244581,6.647765997,135.0119649,62,Kharif     ,22,coffee
80,57,28,23.11438731,68.00096043,6.703270635,161.8944624,13939,Kharif     ,10167,coffee
104,57,26,27.22783677,52.95261751,7.493191968,175.7260273,786,Kharif     ,3296,coffee
109,57,28,23.26316991,60.5160021,6.724688503,194.1755471,85,Kharif     ,95,coffee
100,57,26,25.234661,57.53161469,6.043485685,124.2261737,87,Kharif     ,34,coffee
100,57,28,25.59535262,57.72920846,7.101661011,195.7733251,558,Kharif     ,310,coffee
83,57,28,25.5674832,60.49244602,7.466900683,190.2257843,1763,Kharif     ,6308,coffee
120,57,28,25.67324193,51.29043632,6.877799264,196.2736367,6,Kharif     ,55,coffee
104,57,30,24.40726724,62.65692638,6.410992833,148.6977358,199,Kharif     ,138,coffee
108,57,31,23.69287069,66.76090123,7.393825704,144.6576424,109,Kharif     ,42,coffee
91,57,26,24.53460016,66.99765375,7.482414225,180.5059257,296,Kharif     ,5550,coffee
86,57,27,27.13140403,52.89368299,6.081172981,192.4280381,379,Kharif     ,344,coffee
98,57,27,27.56088634,68.49299897,6.516312148,167.4358075,217411,Kharif     ,348727,coffee
111,57,31,23.59302313,55.27564977,6.043330951,191.3980675,1275,Kharif     ,214,coffee
84,57,35,23.17714381,52.13864034,6.959404135,117.3113562,1194,Kharif     ,654,coffee
98,57,27,24.71384065,51.29142534,7.238109556,197.6439711,156,Kharif     ,86,coffee
118,57,34,24.38534644,64.72543073,7.234258375,119.6324109,1442,Kharif     ,496,coffee
103,57,31,27.15998538,51.59100753,6.691541233,126.1752206,9,Rabi       ,6,coffee
82,57,33,26.53543168,67.09608099,6.809593554,120.6494434,470,Rabi       ,1024,coffee
86,57,35,27.01207284,60.76645256,6.485761419,191.4508931,13,Rabi       ,25,coffee
88,57,35,27.55906475,58.45742907,6.784460602,117.9389993,546,Rabi       ,1289,coffee
84,57,29,23.32293161,53.00366334,7.167092586,168.2644287,827,Rabi       ,298,coffee
120,57,33,24.23850608,54.30329632,6.73410539,115.1564012,63,Rabi       ,184,coffee
106,57,30,23.42611644,64.10651528,6.779984384,122.6847408,7838,Rabi       ,59349,coffee
113,57,33,26.02241444,55.83288958,7.277422738,176.9020924,64154,Rabi       ,14627,coffee
117,57,25,24.83846178,56.7685316,7.21270048,124.4135035,74,Rabi       ,1465,coffee
80,57,25,26.24092174,65.64381357,7.487266991,148.3771202,453,Rabi       ,260,coffee
88,57,27,24.43011925,66.02411187,7.231166546,181.6368274,56,Rabi       ,106,coffee
113,57,34,26.00373964,62.1445102,6.559817161,153.477776,170012,Rabi       ,800927,coffee
87,57,28,26.22367404,62.26594559,6.979590627,193.7461968,1086,Rabi       ,249,coffee
113,57,29,27.09617155,63.55324262,6.779230041,190.2440566,44862,Rabi       ,8210,coffee
98,57,30,25.64004392,61.03273481,6.217974349,199.4735636,6,Whole Year ,5,coffee
97,57,27,27.74576987,54.36976075,7.205078785,139.8619431,15432,Whole Year ,215971,coffee
85,57,32,26.24928198,54.28617819,6.854011265,133.1120232,33257,Whole Year ,5280,coffee
82,57,35,26.67377159,52.24226285,6.246872394,156.1543898,49692,Whole Year ,369060890,coffee
103,57,25,27.10210397,55.7497332,6.911066044,139.5013171,15,Whole Year ,11,coffee
112,57,28,27.62975458,61.26002598,6.777417989,196.6492664,7,Whole Year ,19,coffee
99,57,33,27.5364547,55.51673151,6.273741983,130.6377143,18422,Whole Year ,1465857,coffee
120,57,34,23.56960509,50.56339727,6.906124587,130.3797119,573,Whole Year ,622,coffee
114,57,28,24.99451759,57.93250202,7.162802357,192.8736822,53,Whole Year ,514,coffee
100,57,35,27.56441788,54.41094079,6.955787351,177.816092,14660,Whole Year ,122382,coffee
108,57,25,23.98143338,61.10935084,6.971963169,161.5279095,7970,Whole Year ,14449,coffee
115,57,30,24.22984659,67.37768353,6.840927967,122.4073418,410,Whole Year ,2571,coffee
87,57,30,25.60153969,68.66257977,6.536676653,168.8383605,917,Kharif     ,441,coffee
82,57,26,24.31274458,53.57285558,6.089443603,184.4103931,1516,Kharif     ,713,coffee
94,57,27,26.36629861,52.25738495,7.456460375,177.3176161,9034,Kharif     ,19397,coffee
87,57,35,26.5602777,57.1621814,6.759211911,152.0616227,978,Kharif     ,4401,coffee
118,57,35,26.35034208,58.50650238,7.460174812,121.5586297,122,Kharif     ,118,coffee
87,57,29,25.20406808,57.88370456,6.652642579,156.1457255,94,Kharif     ,41,coffee
92,57,30,23.35723208,55.18792166,6.026287448,171.6976946,640,Kharif     ,476,coffee
97,57,26,23.60567546,59.68849145,6.074190142,185.1568059,1735,Kharif     ,4757,coffee
99,57,32,24.18471151,69.94807345,7.045543056,163.2708732,2,Kharif     ,18,coffee
89,57,33,26.44414097,53.83876189,6.993236001,175.3723314,273,Kharif     ,106,coffee
112,57,29,26.12492233,63.37479229,6.726528895,147.8035305,70,Kharif     ,25,coffee
111,57,26,27.77363343,64.47858698,6.937352845,192.7121236,457,Kharif     ,7663,coffee
114,57,26,25.55656667,62.67087838,7.27905689,193.5866233,358,Kharif     ,330,coffee
117,57,30,27.92374437,67.96910852,7.079850922,115.2325531,227930,Kharif     ,547716,coffee
111,57,31,26.05968403,52.31098539,6.136286518,161.3432535,1226,Kharif     ,314,coffee
119,57,28,26.35770906,64.57578034,6.505203696,163.6269496,1224,Kharif     ,639,coffee
116,57,33,24.91370487,54.15319242,7.042089492,129.5481144,174,Kharif     ,177,coffee
95,57,35,27.31317116,68.4233391,6.348337519,192.4288139,1034,Kharif     ,396,coffee
86,57,33,26.1387869,52.26311691,7.432322234,136.3027766,24,Rabi       ,11,coffee
117,57,32,23.1069385,67.06230539,6.787658922,162.5769606,645,Rabi       ,1927,coffee
105,57,35,23.52648086,68.44030686,6.743417121,171.8839938,170,Rabi       ,324,coffee
109,57,25,25.11711046,68.48030408,7.00733163,194.8773479,407,Rabi       ,963,coffee
80,57,31,24.02952505,58.84880599,7.303033217,134.6803969,924,Rabi       ,468,coffee
101,57,26,26.70897548,69.71184111,6.861235184,158.8608887,15,Rabi       ,32,coffee
103,57,33,26.71717393,50.50148528,7.131435858,126.8073984,6191,Rabi       ,61867,coffee
93,57,27,24.59245684,56.46829641,7.288211994,137.7044047,62538,Rabi       ,16447,coffee
104,57,28,27.51006055,50.66687215,6.983732393,143.9955548,85,Rabi       ,1014,coffee
116,57,25,27.57847581,58.52534263,6.172090205,156.6810374,414,Rabi       ,197,coffee
107,57,29,26.65069302,57.56695719,6.35118177,145.105065,32,Rabi       ,56,coffee
101,57,33,26.97251562,62.0183627,6.908671379,142.8610793,168963,Rabi       ,845829,coffee
107,57,31,23.17124551,52.97841162,6.766184468,153.1201644,1309,Rabi       ,259,coffee
99,57,30,23.52652084,65.44340921,6.392791654,186.1728203,48368,Rabi       ,12624,coffee
103,57,30,27.30901814,55.196224,6.348316257,141.4831644,19,Whole Year ,13,coffee
118,57,34,27.54823036,62.88179198,6.123796057,181.4170812,16772,Whole Year ,295690,coffee
106,57,35,25.627355,57.04151119,7.428523634,188.5506536,31774,Whole Year ,7660,coffee
116,57,34,23.29250318,50.04557009,6.020947179,183.468585,49592,Whole Year ,613037376,coffee
